# val=C1*(-1.0-cos(M_PI*(r-C2)/(C3-C2)));
#C1 =     0.010000 , C2 =     1.800000 , C3=     6.000000

TABLE_2B
N 1000 R 0.006000000000 6.000000000000

1  0.006000000000  -0.020000000000  -0.000000000000
2  0.012000000000  -0.020000000000  -0.000000000000
3  0.018000000000  -0.020000000000  -0.000000000000
4  0.024000000000  -0.020000000000  -0.000000000000
5  0.030000000000  -0.020000000000  -0.000000000000
6  0.036000000000  -0.020000000000  -0.000000000000
7  0.042000000000  -0.020000000000  -0.000000000000
8  0.048000000000  -0.020000000000  -0.000000000000
9  0.054000000000  -0.020000000000  -0.000000000000
10  0.060000000000  -0.020000000000  -0.000000000000
11  0.066000000000  -0.020000000000  -0.000000000000
12  0.072000000000  -0.020000000000  -0.000000000000
13  0.078000000000  -0.020000000000  -0.000000000000
14  0.084000000000  -0.020000000000  -0.000000000000
15  0.090000000000  -0.020000000000  -0.000000000000
16  0.096000000000  -0.020000000000  -0.000000000000
17  0.102000000000  -0.020000000000  -0.000000000000
18  0.108000000000  -0.020000000000  -0.000000000000
19  0.114000000000  -0.020000000000  -0.000000000000
20  0.120000000000  -0.020000000000  -0.000000000000
21  0.126000000000  -0.020000000000  -0.000000000000
22  0.132000000000  -0.020000000000  -0.000000000000
23  0.138000000000  -0.020000000000  -0.000000000000
24  0.144000000000  -0.020000000000  -0.000000000000
25  0.150000000000  -0.020000000000  -0.000000000000
26  0.156000000000  -0.020000000000  -0.000000000000
27  0.162000000000  -0.020000000000  -0.000000000000
28  0.168000000000  -0.020000000000  -0.000000000000
29  0.174000000000  -0.020000000000  -0.000000000000
30  0.180000000000  -0.020000000000  -0.000000000000
31  0.186000000000  -0.020000000000  -0.000000000000
32  0.192000000000  -0.020000000000  -0.000000000000
33  0.198000000000  -0.020000000000  -0.000000000000
34  0.204000000000  -0.020000000000  -0.000000000000
35  0.210000000000  -0.020000000000  -0.000000000000
36  0.216000000000  -0.020000000000  -0.000000000000
37  0.222000000000  -0.020000000000  -0.000000000000
38  0.228000000000  -0.020000000000  -0.000000000000
39  0.234000000000  -0.020000000000  -0.000000000000
40  0.240000000000  -0.020000000000  -0.000000000000
41  0.246000000000  -0.020000000000  -0.000000000000
42  0.252000000000  -0.020000000000  -0.000000000000
43  0.258000000000  -0.020000000000  -0.000000000000
44  0.264000000000  -0.020000000000  -0.000000000000
45  0.270000000000  -0.020000000000  -0.000000000000
46  0.276000000000  -0.020000000000  -0.000000000000
47  0.282000000000  -0.020000000000  -0.000000000000
48  0.288000000000  -0.020000000000  -0.000000000000
49  0.294000000000  -0.020000000000  -0.000000000000
50  0.300000000000  -0.020000000000  -0.000000000000
51  0.306000000000  -0.020000000000  -0.000000000000
52  0.312000000000  -0.020000000000  -0.000000000000
53  0.318000000000  -0.020000000000  -0.000000000000
54  0.324000000000  -0.020000000000  -0.000000000000
55  0.330000000000  -0.020000000000  -0.000000000000
56  0.336000000000  -0.020000000000  -0.000000000000
57  0.342000000000  -0.020000000000  -0.000000000000
58  0.348000000000  -0.020000000000  -0.000000000000
59  0.354000000000  -0.020000000000  -0.000000000000
60  0.360000000000  -0.020000000000  -0.000000000000
61  0.366000000000  -0.020000000000  -0.000000000000
62  0.372000000000  -0.020000000000  -0.000000000000
63  0.378000000000  -0.020000000000  -0.000000000000
64  0.384000000000  -0.020000000000  -0.000000000000
65  0.390000000000  -0.020000000000  -0.000000000000
66  0.396000000000  -0.020000000000  -0.000000000000
67  0.402000000000  -0.020000000000  -0.000000000000
68  0.408000000000  -0.020000000000  -0.000000000000
69  0.414000000000  -0.020000000000  -0.000000000000
70  0.420000000000  -0.020000000000  -0.000000000000
71  0.426000000000  -0.020000000000  -0.000000000000
72  0.432000000000  -0.020000000000  -0.000000000000
73  0.438000000000  -0.020000000000  -0.000000000000
74  0.444000000000  -0.020000000000  -0.000000000000
75  0.450000000000  -0.020000000000  -0.000000000000
76  0.456000000000  -0.020000000000  -0.000000000000
77  0.462000000000  -0.020000000000  -0.000000000000
78  0.468000000000  -0.020000000000  -0.000000000000
79  0.474000000000  -0.020000000000  -0.000000000000
80  0.480000000000  -0.020000000000  -0.000000000000
81  0.486000000000  -0.020000000000  -0.000000000000
82  0.492000000000  -0.020000000000  -0.000000000000
83  0.498000000000  -0.020000000000  -0.000000000000
84  0.504000000000  -0.020000000000  -0.000000000000
85  0.510000000000  -0.020000000000  -0.000000000000
86  0.516000000000  -0.020000000000  -0.000000000000
87  0.522000000000  -0.020000000000  -0.000000000000
88  0.528000000000  -0.020000000000  -0.000000000000
89  0.534000000000  -0.020000000000  -0.000000000000
90  0.540000000000  -0.020000000000  -0.000000000000
91  0.546000000000  -0.020000000000  -0.000000000000
92  0.552000000000  -0.020000000000  -0.000000000000
93  0.558000000000  -0.020000000000  -0.000000000000
94  0.564000000000  -0.020000000000  -0.000000000000
95  0.570000000000  -0.020000000000  -0.000000000000
96  0.576000000000  -0.020000000000  -0.000000000000
97  0.582000000000  -0.020000000000  -0.000000000000
98  0.588000000000  -0.020000000000  -0.000000000000
99  0.594000000000  -0.020000000000  -0.000000000000
100  0.600000000000  -0.020000000000  -0.000000000000
101  0.606000000000  -0.020000000000  -0.000000000000
102  0.612000000000  -0.020000000000  -0.000000000000
103  0.618000000000  -0.020000000000  -0.000000000000
104  0.624000000000  -0.020000000000  -0.000000000000
105  0.630000000000  -0.020000000000  -0.000000000000
106  0.636000000000  -0.020000000000  -0.000000000000
107  0.642000000000  -0.020000000000  -0.000000000000
108  0.648000000000  -0.020000000000  -0.000000000000
109  0.654000000000  -0.020000000000  -0.000000000000
110  0.660000000000  -0.020000000000  -0.000000000000
111  0.666000000000  -0.020000000000  -0.000000000000
112  0.672000000000  -0.020000000000  -0.000000000000
113  0.678000000000  -0.020000000000  -0.000000000000
114  0.684000000000  -0.020000000000  -0.000000000000
115  0.690000000000  -0.020000000000  -0.000000000000
116  0.696000000000  -0.020000000000  -0.000000000000
117  0.702000000000  -0.020000000000  -0.000000000000
118  0.708000000000  -0.020000000000  -0.000000000000
119  0.714000000000  -0.020000000000  -0.000000000000
120  0.720000000000  -0.020000000000  -0.000000000000
121  0.726000000000  -0.020000000000  -0.000000000000
122  0.732000000000  -0.020000000000  -0.000000000000
123  0.738000000000  -0.020000000000  -0.000000000000
124  0.744000000000  -0.020000000000  -0.000000000000
125  0.750000000000  -0.020000000000  -0.000000000000
126  0.756000000000  -0.020000000000  -0.000000000000
127  0.762000000000  -0.020000000000  -0.000000000000
128  0.768000000000  -0.020000000000  -0.000000000000
129  0.774000000000  -0.020000000000  -0.000000000000
130  0.780000000000  -0.020000000000  -0.000000000000
131  0.786000000000  -0.020000000000  -0.000000000000
132  0.792000000000  -0.020000000000  -0.000000000000
133  0.798000000000  -0.020000000000  -0.000000000000
134  0.804000000000  -0.020000000000  -0.000000000000
135  0.810000000000  -0.020000000000  -0.000000000000
136  0.816000000000  -0.020000000000  -0.000000000000
137  0.822000000000  -0.020000000000  -0.000000000000
138  0.828000000000  -0.020000000000  -0.000000000000
139  0.834000000000  -0.020000000000  -0.000000000000
140  0.840000000000  -0.020000000000  -0.000000000000
141  0.846000000000  -0.020000000000  -0.000000000000
142  0.852000000000  -0.020000000000  -0.000000000000
143  0.858000000000  -0.020000000000  -0.000000000000
144  0.864000000000  -0.020000000000  -0.000000000000
145  0.870000000000  -0.020000000000  -0.000000000000
146  0.876000000000  -0.020000000000  -0.000000000000
147  0.882000000000  -0.020000000000  -0.000000000000
148  0.888000000000  -0.020000000000  -0.000000000000
149  0.894000000000  -0.020000000000  -0.000000000000
150  0.900000000000  -0.020000000000  -0.000000000000
151  0.906000000000  -0.020000000000  -0.000000000000
152  0.912000000000  -0.020000000000  -0.000000000000
153  0.918000000000  -0.020000000000  -0.000000000000
154  0.924000000000  -0.020000000000  -0.000000000000
155  0.930000000000  -0.020000000000  -0.000000000000
156  0.936000000000  -0.020000000000  -0.000000000000
157  0.942000000000  -0.020000000000  -0.000000000000
158  0.948000000000  -0.020000000000  -0.000000000000
159  0.954000000000  -0.020000000000  -0.000000000000
160  0.960000000000  -0.020000000000  -0.000000000000
161  0.966000000000  -0.020000000000  -0.000000000000
162  0.972000000000  -0.020000000000  -0.000000000000
163  0.978000000000  -0.020000000000  -0.000000000000
164  0.984000000000  -0.020000000000  -0.000000000000
165  0.990000000000  -0.020000000000  -0.000000000000
166  0.996000000000  -0.020000000000  -0.000000000000
167  1.002000000000  -0.020000000000  -0.000000000000
168  1.008000000000  -0.020000000000  -0.000000000000
169  1.014000000000  -0.020000000000  -0.000000000000
170  1.020000000000  -0.020000000000  -0.000000000000
171  1.026000000000  -0.020000000000  -0.000000000000
172  1.032000000000  -0.020000000000  -0.000000000000
173  1.038000000000  -0.020000000000  -0.000000000000
174  1.044000000000  -0.020000000000  -0.000000000000
175  1.050000000000  -0.020000000000  -0.000000000000
176  1.056000000000  -0.020000000000  -0.000000000000
177  1.062000000000  -0.020000000000  -0.000000000000
178  1.068000000000  -0.020000000000  -0.000000000000
179  1.074000000000  -0.020000000000  -0.000000000000
180  1.080000000000  -0.020000000000  -0.000000000000
181  1.086000000000  -0.020000000000  -0.000000000000
182  1.092000000000  -0.020000000000  -0.000000000000
183  1.098000000000  -0.020000000000  -0.000000000000
184  1.104000000000  -0.020000000000  -0.000000000000
185  1.110000000000  -0.020000000000  -0.000000000000
186  1.116000000000  -0.020000000000  -0.000000000000
187  1.122000000000  -0.020000000000  -0.000000000000
188  1.128000000000  -0.020000000000  -0.000000000000
189  1.134000000000  -0.020000000000  -0.000000000000
190  1.140000000000  -0.020000000000  -0.000000000000
191  1.146000000000  -0.020000000000  -0.000000000000
192  1.152000000000  -0.020000000000  -0.000000000000
193  1.158000000000  -0.020000000000  -0.000000000000
194  1.164000000000  -0.020000000000  -0.000000000000
195  1.170000000000  -0.020000000000  -0.000000000000
196  1.176000000000  -0.020000000000  -0.000000000000
197  1.182000000000  -0.020000000000  -0.000000000000
198  1.188000000000  -0.020000000000  -0.000000000000
199  1.194000000000  -0.020000000000  -0.000000000000
200  1.200000000000  -0.020000000000  -0.000000000000
201  1.206000000000  -0.020000000000  -0.000000000000
202  1.212000000000  -0.020000000000  -0.000000000000
203  1.218000000000  -0.020000000000  -0.000000000000
204  1.224000000000  -0.020000000000  -0.000000000000
205  1.230000000000  -0.020000000000  -0.000000000000
206  1.236000000000  -0.020000000000  -0.000000000000
207  1.242000000000  -0.020000000000  -0.000000000000
208  1.248000000000  -0.020000000000  -0.000000000000
209  1.254000000000  -0.020000000000  -0.000000000000
210  1.260000000000  -0.020000000000  -0.000000000000
211  1.266000000000  -0.020000000000  -0.000000000000
212  1.272000000000  -0.020000000000  -0.000000000000
213  1.278000000000  -0.020000000000  -0.000000000000
214  1.284000000000  -0.020000000000  -0.000000000000
215  1.290000000000  -0.020000000000  -0.000000000000
216  1.296000000000  -0.020000000000  -0.000000000000
217  1.302000000000  -0.020000000000  -0.000000000000
218  1.308000000000  -0.020000000000  -0.000000000000
219  1.314000000000  -0.020000000000  -0.000000000000
220  1.320000000000  -0.020000000000  -0.000000000000
221  1.326000000000  -0.020000000000  -0.000000000000
222  1.332000000000  -0.020000000000  -0.000000000000
223  1.338000000000  -0.020000000000  -0.000000000000
224  1.344000000000  -0.020000000000  -0.000000000000
225  1.350000000000  -0.020000000000  -0.000000000000
226  1.356000000000  -0.020000000000  -0.000000000000
227  1.362000000000  -0.020000000000  -0.000000000000
228  1.368000000000  -0.020000000000  -0.000000000000
229  1.374000000000  -0.020000000000  -0.000000000000
230  1.380000000000  -0.020000000000  -0.000000000000
231  1.386000000000  -0.020000000000  -0.000000000000
232  1.392000000000  -0.020000000000  -0.000000000000
233  1.398000000000  -0.020000000000  -0.000000000000
234  1.404000000000  -0.020000000000  -0.000000000000
235  1.410000000000  -0.020000000000  -0.000000000000
236  1.416000000000  -0.020000000000  -0.000000000000
237  1.422000000000  -0.020000000000  -0.000000000000
238  1.428000000000  -0.020000000000  -0.000000000000
239  1.434000000000  -0.020000000000  -0.000000000000
240  1.440000000000  -0.020000000000  -0.000000000000
241  1.446000000000  -0.020000000000  -0.000000000000
242  1.452000000000  -0.020000000000  -0.000000000000
243  1.458000000000  -0.020000000000  -0.000000000000
244  1.464000000000  -0.020000000000  -0.000000000000
245  1.470000000000  -0.020000000000  -0.000000000000
246  1.476000000000  -0.020000000000  -0.000000000000
247  1.482000000000  -0.020000000000  -0.000000000000
248  1.488000000000  -0.020000000000  -0.000000000000
249  1.494000000000  -0.020000000000  -0.000000000000
250  1.500000000000  -0.020000000000  -0.000000000000
251  1.506000000000  -0.020000000000  -0.000000000000
252  1.512000000000  -0.020000000000  -0.000000000000
253  1.518000000000  -0.020000000000  -0.000000000000
254  1.524000000000  -0.020000000000  -0.000000000000
255  1.530000000000  -0.020000000000  -0.000000000000
256  1.536000000000  -0.020000000000  -0.000000000000
257  1.542000000000  -0.020000000000  -0.000000000000
258  1.548000000000  -0.020000000000  -0.000000000000
259  1.554000000000  -0.020000000000  -0.000000000000
260  1.560000000000  -0.020000000000  -0.000000000000
261  1.566000000000  -0.020000000000  -0.000000000000
262  1.572000000000  -0.020000000000  -0.000000000000
263  1.578000000000  -0.020000000000  -0.000000000000
264  1.584000000000  -0.020000000000  -0.000000000000
265  1.590000000000  -0.020000000000  -0.000000000000
266  1.596000000000  -0.020000000000  -0.000000000000
267  1.602000000000  -0.020000000000  -0.000000000000
268  1.608000000000  -0.020000000000  -0.000000000000
269  1.614000000000  -0.020000000000  -0.000000000000
270  1.620000000000  -0.020000000000  -0.000000000000
271  1.626000000000  -0.020000000000  -0.000000000000
272  1.632000000000  -0.020000000000  -0.000000000000
273  1.638000000000  -0.020000000000  -0.000000000000
274  1.644000000000  -0.020000000000  -0.000000000000
275  1.650000000000  -0.020000000000  -0.000000000000
276  1.656000000000  -0.020000000000  -0.000000000000
277  1.662000000000  -0.020000000000  -0.000000000000
278  1.668000000000  -0.020000000000  -0.000000000000
279  1.674000000000  -0.020000000000  -0.000000000000
280  1.680000000000  -0.020000000000  -0.000000000000
281  1.686000000000  -0.020000000000  -0.000000000000
282  1.692000000000  -0.020000000000  -0.000000000000
283  1.698000000000  -0.020000000000  -0.000000000000
284  1.704000000000  -0.020000000000  -0.000000000000
285  1.710000000000  -0.020000000000  -0.000000000000
286  1.716000000000  -0.020000000000  -0.000000000000
287  1.722000000000  -0.020000000000  -0.000000000000
288  1.728000000000  -0.020000000000  -0.000000000000
289  1.734000000000  -0.020000000000  -0.000000000000
290  1.740000000000  -0.020000000000  -0.000000000000
291  1.746000000000  -0.020000000000  -0.000000000000
292  1.752000000000  -0.020000000000  -0.000000000000
293  1.758000000000  -0.020000000000  -0.000000000000
294  1.764000000000  -0.020000000000  -0.000000000000
295  1.770000000000  -0.020000000000  -0.000000000000
296  1.776000000000  -0.020000000000  -0.000000000000
297  1.782000000000  -0.020000000000  -0.000000000000
298  1.788000000000  -0.020000000000  -0.000000000000
299  1.794000000000  -0.020000000000  -0.000000000000
300  1.800000000000  -0.020000000000  -0.000000000000
301  1.806000000000  -0.019999899290  -0.000033569970
302  1.812000000000  -0.019999597162  -0.000067139264
303  1.818000000000  -0.019999093621  -0.000100707206
304  1.824000000000  -0.019998388679  -0.000134273120
305  1.830000000000  -0.019997482349  -0.000167836328
306  1.836000000000  -0.019996374650  -0.000201396157
307  1.842000000000  -0.019995065604  -0.000234951928
308  1.848000000000  -0.019993555236  -0.000268502968
309  1.854000000000  -0.019991843579  -0.000302048599
310  1.860000000000  -0.019989930665  -0.000335588146
311  1.866000000000  -0.019987816535  -0.000369120934
312  1.872000000000  -0.019985501229  -0.000402646287
313  1.878000000000  -0.019982984795  -0.000436163530
314  1.884000000000  -0.019980267284  -0.000469671988
315  1.890000000000  -0.019977348750  -0.000503170985
316  1.896000000000  -0.019974229253  -0.000536659848
317  1.902000000000  -0.019970908854  -0.000570137901
318  1.908000000000  -0.019967387621  -0.000603604471
319  1.914000000000  -0.019963665625  -0.000637058883
320  1.920000000000  -0.019959742940  -0.000670500463
321  1.926000000000  -0.019955619646  -0.000703928538
322  1.932000000000  -0.019951295826  -0.000737342434
323  1.938000000000  -0.019946771567  -0.000770741479
324  1.944000000000  -0.019942046959  -0.000804124999
325  1.950000000000  -0.019937122099  -0.000837492323
326  1.956000000000  -0.019931997085  -0.000870842778
327  1.962000000000  -0.019926672021  -0.000904175692
328  1.968000000000  -0.019921147013  -0.000937490395
329  1.974000000000  -0.019915422174  -0.000970786214
330  1.980000000000  -0.019909497618  -0.001004062480
331  1.986000000000  -0.019903373464  -0.001037318523
332  1.992000000000  -0.019897049837  -0.001070553671
333  1.998000000000  -0.019890526863  -0.001103767256
334  2.004000000000  -0.019883804675  -0.001136958610
335  2.010000000000  -0.019876883406  -0.001170127062
336  2.016000000000  -0.019869763197  -0.001203271946
337  2.022000000000  -0.019862444191  -0.001236392594
338  2.028000000000  -0.019854926536  -0.001269488338
339  2.034000000000  -0.019847210382  -0.001302558512
340  2.040000000000  -0.019839295886  -0.001335602450
341  2.046000000000  -0.019831183207  -0.001368619486
342  2.052000000000  -0.019822872507  -0.001401608956
343  2.058000000000  -0.019814363956  -0.001434570194
344  2.064000000000  -0.019805657723  -0.001467502537
345  2.070000000000  -0.019796753984  -0.001500405321
346  2.076000000000  -0.019787652919  -0.001533277885
347  2.082000000000  -0.019778354711  -0.001566119565
348  2.088000000000  -0.019768859548  -0.001598929700
349  2.094000000000  -0.019759167619  -0.001631707630
350  2.100000000000  -0.019749279122  -0.001664452694
351  2.106000000000  -0.019739194254  -0.001697164232
352  2.112000000000  -0.019728913219  -0.001729841586
353  2.118000000000  -0.019718436225  -0.001762484098
354  2.124000000000  -0.019707763481  -0.001795091109
355  2.130000000000  -0.019696895204  -0.001827661964
356  2.136000000000  -0.019685831611  -0.001860196006
357  2.142000000000  -0.019674572927  -0.001892692580
358  2.148000000000  -0.019663119377  -0.001925151031
359  2.154000000000  -0.019651471192  -0.001957570706
360  2.160000000000  -0.019639628607  -0.001989950951
361  2.166000000000  -0.019627591861  -0.002022291115
362  2.172000000000  -0.019615361195  -0.002054590546
363  2.178000000000  -0.019602936857  -0.002086848593
364  2.184000000000  -0.019590319096  -0.002119064607
365  2.190000000000  -0.019577508167  -0.002151237939
366  2.196000000000  -0.019564504327  -0.002183367940
367  2.202000000000  -0.019551307840  -0.002215453964
368  2.208000000000  -0.019537918969  -0.002247495364
369  2.214000000000  -0.019524337986  -0.002279491495
370  2.220000000000  -0.019510565163  -0.002311441713
371  2.226000000000  -0.019496600778  -0.002343345373
372  2.232000000000  -0.019482445113  -0.002375201834
373  2.238000000000  -0.019468098452  -0.002407010453
374  2.244000000000  -0.019453561084  -0.002438770591
375  2.250000000000  -0.019438833303  -0.002470481606
376  2.256000000000  -0.019423915405  -0.002502142861
377  2.262000000000  -0.019408807690  -0.002533753718
378  2.268000000000  -0.019393510462  -0.002565313540
379  2.274000000000  -0.019378024030  -0.002596821692
380  2.280000000000  -0.019362348706  -0.002628277538
381  2.286000000000  -0.019346484806  -0.002659680445
382  2.292000000000  -0.019330432648  -0.002691029782
383  2.298000000000  -0.019314192557  -0.002722324915
384  2.304000000000  -0.019297764859  -0.002753565215
385  2.310000000000  -0.019281149885  -0.002784750053
386  2.316000000000  -0.019264347970  -0.002815878800
387  2.322000000000  -0.019247359453  -0.002846950830
388  2.328000000000  -0.019230184675  -0.002877965517
389  2.334000000000  -0.019212823983  -0.002908922235
390  2.340000000000  -0.019195277726  -0.002939820362
391  2.346000000000  -0.019177546257  -0.002970659275
392  2.352000000000  -0.019159629934  -0.003001438353
393  2.358000000000  -0.019141529118  -0.003032156976
394  2.364000000000  -0.019123244172  -0.003062814525
395  2.370000000000  -0.019104775467  -0.003093410383
396  2.376000000000  -0.019086123372  -0.003123943934
397  2.382000000000  -0.019067288265  -0.003154414562
398  2.388000000000  -0.019048270525  -0.003184821653
399  2.394000000000  -0.019029070534  -0.003215164596
400  2.400000000000  -0.019009688679  -0.003245442779
401  2.406000000000  -0.018990125351  -0.003275655593
402  2.412000000000  -0.018970380944  -0.003305802428
403  2.418000000000  -0.018950455855  -0.003335882677
404  2.424000000000  -0.018930350486  -0.003365895735
405  2.430000000000  -0.018910065242  -0.003395840997
406  2.436000000000  -0.018889600531  -0.003425717860
407  2.442000000000  -0.018868956766  -0.003455525722
408  2.448000000000  -0.018848134361  -0.003485263983
409  2.454000000000  -0.018827133738  -0.003514932044
410  2.460000000000  -0.018805955319  -0.003544529307
411  2.466000000000  -0.018784599529  -0.003574055176
412  2.472000000000  -0.018763066800  -0.003603509056
413  2.478000000000  -0.018741357566  -0.003632890354
414  2.484000000000  -0.018719472263  -0.003662198478
415  2.490000000000  -0.018697411332  -0.003691432839
416  2.496000000000  -0.018675175217  -0.003720592847
417  2.502000000000  -0.018652764367  -0.003749677914
418  2.508000000000  -0.018630179233  -0.003778687455
419  2.514000000000  -0.018607420270  -0.003807620886
420  2.520000000000  -0.018584487936  -0.003836477624
421  2.526000000000  -0.018561382693  -0.003865257087
422  2.532000000000  -0.018538105007  -0.003893958696
423  2.538000000000  -0.018514655346  -0.003922581873
424  2.544000000000  -0.018491034182  -0.003951126042
425  2.550000000000  -0.018467241992  -0.003979590626
426  2.556000000000  -0.018443279255  -0.004007975054
427  2.562000000000  -0.018419146453  -0.004036278753
428  2.568000000000  -0.018394844073  -0.004064501153
429  2.574000000000  -0.018370372603  -0.004092641686
430  2.580000000000  -0.018345732537  -0.004120699785
431  2.586000000000  -0.018320924372  -0.004148674885
432  2.592000000000  -0.018295948606  -0.004176566422
433  2.598000000000  -0.018270805743  -0.004204373835
434  2.604000000000  -0.018245496289  -0.004232096563
435  2.610000000000  -0.018220020754  -0.004259734048
436  2.616000000000  -0.018194379652  -0.004287285733
437  2.622000000000  -0.018168573498  -0.004314751064
438  2.628000000000  -0.018142602813  -0.004342129487
439  2.634000000000  -0.018116468119  -0.004369420451
440  2.640000000000  -0.018090169944  -0.004396623406
441  2.646000000000  -0.018063708816  -0.004423737804
442  2.652000000000  -0.018037085268  -0.004450763099
443  2.658000000000  -0.018010299838  -0.004477698747
